id,alert_type,severity,status,message,delivery_id,vehicle_id,region,created_at,resolved_at
ALT-KGL-000684,DELIVERY_DELAY,LOW,UNRESOLVED,Delivery DLV-KGL-002577 is delayed by 6 minutes.,DLV-KGL-002577,VHL-KGL-019,Bursa-Nilufer,2026-05-03T06:56:00Z,
ALT-KGL-000685,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002580 is delayed by 28 minutes.,DLV-KGL-002580,VHL-KGL-007,Istanbul-Kadikoy,2026-05-03T06:59:00Z,
ALT-KGL-000686,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002581 is delayed by 13 minutes.,DLV-KGL-002581,VHL-KGL-013,Ankara-Cankaya,2026-05-03T07:00:00Z,
ALT-KGL-000687,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002583 is delayed by 25 minutes.,DLV-KGL-002583,VHL-KGL-015,Istanbul-Kadikoy,2026-05-03T07:02:00Z,
ALT-KGL-000688,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002592 is delayed by 23 minutes.,DLV-KGL-002592,VHL-KGL-009,Istanbul-Sisli,2026-05-03T07:11:00Z,
ALT-KGL-000689,DELIVERY_DELAY,LOW,UNRESOLVED,Delivery DLV-KGL-002593 is delayed by 7 minutes.,DLV-KGL-002593,VHL-KGL-017,Bursa-Nilufer,2026-05-03T07:12:00Z,
ALT-KGL-000690,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002599 is delayed by 19 minutes.,DLV-KGL-002599,VHL-KGL-010,Bursa-Nilufer,2026-05-03T07:18:00Z,
ALT-KGL-000691,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002604 is delayed by 24 minutes.,DLV-KGL-002604,VHL-KGL-006,Istanbul-Sisli,2026-05-03T07:23:00Z,
ALT-KGL-000692,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002606 is delayed by 22 minutes.,DLV-KGL-002606,VHL-KGL-018,Bursa-Nilufer,2026-05-03T07:25:00Z,
ALT-KGL-000693,DELIVERY_DELAY,LOW,UNRESOLVED,Delivery DLV-KGL-002607 is delayed by 6 minutes.,DLV-KGL-002607,VHL-KGL-020,Istanbul-Sisli,2026-05-03T07:26:00Z,
ALT-KGL-000694,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002609 is delayed by 21 minutes.,DLV-KGL-002609,VHL-KGL-008,Istanbul-Kadikoy,2026-05-03T07:28:00Z,
ALT-KGL-000695,DELIVERY_DELAY,LOW,UNRESOLVED,Delivery DLV-KGL-002614 is delayed by 8 minutes.,DLV-KGL-002614,VHL-KGL-007,Istanbul-Kadikoy,2026-05-03T07:33:00Z,
ALT-KGL-000696,DELIVERY_DELAY,LOW,UNRESOLVED,Delivery DLV-KGL-002617 is delayed by 7 minutes.,DLV-KGL-002617,VHL-KGL-015,Ankara-Cankaya,2026-05-03T07:36:00Z,
ALT-KGL-000697,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002618 is delayed by 11 minutes.,DLV-KGL-002618,VHL-KGL-018,Ankara-Cankaya,2026-05-03T07:37:00Z,
ALT-KGL-000698,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002628 is delayed by 26 minutes.,DLV-KGL-002628,VHL-KGL-002,Istanbul-Sisli,2026-05-03T07:47:00Z,
ALT-KGL-000699,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002629 is delayed by 12 minutes.,DLV-KGL-002629,VHL-KGL-009,Istanbul-Kadikoy,2026-05-03T07:48:00Z,
ALT-KGL-000700,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002631 is delayed by 17 minutes.,DLV-KGL-002631,VHL-KGL-005,Ankara-Cankaya,2026-05-03T07:50:00Z,
ALT-KGL-000701,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002639 is delayed by 28 minutes.,DLV-KGL-002639,VHL-KGL-001,Istanbul-Sisli,2026-05-03T07:58:00Z,
ALT-KGL-000702,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002640 is delayed by 19 minutes.,DLV-KGL-002640,VHL-KGL-008,Izmir-Konak,2026-05-03T07:59:00Z,
ALT-KGL-000703,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002643 is delayed by 11 minutes.,DLV-KGL-002643,VHL-KGL-002,Istanbul-Sisli,2026-05-03T08:02:00Z,
ALT-KGL-000704,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002647 is delayed by 26 minutes.,DLV-KGL-002647,VHL-KGL-004,Ankara-Cankaya,2026-05-03T08:06:00Z,
ALT-KGL-000705,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002649 is delayed by 15 minutes.,DLV-KGL-002649,VHL-KGL-008,Izmir-Konak,2026-05-03T08:08:00Z,
ALT-KGL-000706,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002650 is delayed by 25 minutes.,DLV-KGL-002650,VHL-KGL-015,Bursa-Nilufer,2026-05-03T08:09:00Z,
ALT-KGL-000707,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002651 is delayed by 24 minutes.,DLV-KGL-002651,VHL-KGL-011,Bursa-Nilufer,2026-05-03T08:10:00Z,
ALT-KGL-000708,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002657 is delayed by 19 minutes.,DLV-KGL-002657,VHL-KGL-017,Bursa-Nilufer,2026-05-03T08:16:00Z,
ALT-KGL-000709,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002664 is delayed by 24 minutes.,DLV-KGL-002664,VHL-KGL-011,Istanbul-Sisli,2026-05-03T08:23:00Z,
ALT-KGL-000710,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002665 is delayed by 16 minutes.,DLV-KGL-002665,VHL-KGL-013,Izmir-Konak,2026-05-03T08:24:00Z,
ALT-KGL-000711,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002667 is delayed by 18 minutes.,DLV-KGL-002667,VHL-KGL-005,Ankara-Cankaya,2026-05-03T08:26:00Z,
ALT-KGL-000712,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002668 is delayed by 29 minutes.,DLV-KGL-002668,VHL-KGL-005,Istanbul-Kadikoy,2026-05-03T08:27:00Z,
ALT-KGL-000713,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002671 is delayed by 18 minutes.,DLV-KGL-002671,VHL-KGL-002,Ankara-Cankaya,2026-05-03T08:30:00Z,
ALT-KGL-000714,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002672 is delayed by 27 minutes.,DLV-KGL-002672,VHL-KGL-005,Bursa-Nilufer,2026-05-03T08:31:00Z,
ALT-KGL-000715,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002673 is delayed by 26 minutes.,DLV-KGL-002673,VHL-KGL-014,Istanbul-Kadikoy,2026-05-03T08:32:00Z,
ALT-KGL-000716,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002674 is delayed by 14 minutes.,DLV-KGL-002674,VHL-KGL-009,Ankara-Cankaya,2026-05-03T08:33:00Z,
ALT-KGL-000717,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002677 is delayed by 19 minutes.,DLV-KGL-002677,VHL-KGL-015,Ankara-Cankaya,2026-05-03T08:36:00Z,
ALT-KGL-000718,DELIVERY_DELAY,LOW,UNRESOLVED,Delivery DLV-KGL-002684 is delayed by 9 minutes.,DLV-KGL-002684,VHL-KGL-018,Ankara-Cankaya,2026-05-03T08:43:00Z,
ALT-KGL-000719,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002686 is delayed by 23 minutes.,DLV-KGL-002686,VHL-KGL-018,Izmir-Konak,2026-05-03T08:45:00Z,
ALT-KGL-000720,DELIVERY_DELAY,LOW,UNRESOLVED,Delivery DLV-KGL-002689 is delayed by 5 minutes.,DLV-KGL-002689,VHL-KGL-003,Istanbul-Sisli,2026-05-03T08:48:00Z,
ALT-KGL-000721,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002693 is delayed by 20 minutes.,DLV-KGL-002693,VHL-KGL-003,Izmir-Konak,2026-05-03T08:52:00Z,
ALT-KGL-000722,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002695 is delayed by 11 minutes.,DLV-KGL-002695,VHL-KGL-009,Izmir-Konak,2026-05-03T08:54:00Z,
ALT-KGL-000723,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002700 is delayed by 15 minutes.,DLV-KGL-002700,VHL-KGL-015,Istanbul-Sisli,2026-05-03T08:59:00Z,
ALT-KGL-000724,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002701 is delayed by 16 minutes.,DLV-KGL-002701,VHL-KGL-009,Ankara-Cankaya,2026-05-03T09:00:00Z,
ALT-KGL-000725,DELIVERY_DELAY,LOW,UNRESOLVED,Delivery DLV-KGL-002707 is delayed by 9 minutes.,DLV-KGL-002707,VHL-KGL-011,Istanbul-Sisli,2026-05-03T09:06:00Z,
ALT-KGL-000726,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002710 is delayed by 15 minutes.,DLV-KGL-002710,VHL-KGL-017,Bursa-Nilufer,2026-05-03T09:09:00Z,
ALT-KGL-000727,DELIVERY_DELAY,LOW,UNRESOLVED,Delivery DLV-KGL-002711 is delayed by 8 minutes.,DLV-KGL-002711,VHL-KGL-008,Bursa-Nilufer,2026-05-03T09:10:00Z,
ALT-KGL-000728,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002721 is delayed by 28 minutes.,DLV-KGL-002721,VHL-KGL-001,Istanbul-Kadikoy,2026-05-03T09:20:00Z,
ALT-KGL-000729,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002727 is delayed by 24 minutes.,DLV-KGL-002727,VHL-KGL-010,Bursa-Nilufer,2026-05-03T09:26:00Z,
ALT-KGL-000730,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002730 is delayed by 28 minutes.,DLV-KGL-002730,VHL-KGL-016,Istanbul-Sisli,2026-05-03T09:29:00Z,
ALT-KGL-000731,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002732 is delayed by 14 minutes.,DLV-KGL-002732,VHL-KGL-019,Istanbul-Sisli,2026-05-03T09:31:00Z,
ALT-KGL-000732,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002735 is delayed by 29 minutes.,DLV-KGL-002735,VHL-KGL-020,Ankara-Cankaya,2026-05-03T09:34:00Z,
ALT-KGL-000733,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002738 is delayed by 10 minutes.,DLV-KGL-002738,VHL-KGL-002,Izmir-Konak,2026-05-03T09:37:00Z,
ALT-KGL-000734,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002744 is delayed by 21 minutes.,DLV-KGL-002744,VHL-KGL-006,Istanbul-Sisli,2026-05-03T09:43:00Z,
ALT-KGL-000735,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002749 is delayed by 10 minutes.,DLV-KGL-002749,VHL-KGL-009,Izmir-Konak,2026-05-03T09:48:00Z,
ALT-KGL-000736,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002758 is delayed by 16 minutes.,DLV-KGL-002758,VHL-KGL-005,Istanbul-Kadikoy,2026-05-03T09:57:00Z,
ALT-KGL-000737,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002765 is delayed by 23 minutes.,DLV-KGL-002765,VHL-KGL-007,Bursa-Nilufer,2026-05-03T10:04:00Z,
ALT-KGL-000738,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002767 is delayed by 16 minutes.,DLV-KGL-002767,VHL-KGL-018,Istanbul-Kadikoy,2026-05-03T10:06:00Z,
ALT-KGL-000739,DELIVERY_DELAY,LOW,UNRESOLVED,Delivery DLV-KGL-002769 is delayed by 6 minutes.,DLV-KGL-002769,VHL-KGL-003,Istanbul-Sisli,2026-05-03T10:08:00Z,
ALT-KGL-000740,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002771 is delayed by 13 minutes.,DLV-KGL-002771,VHL-KGL-012,Izmir-Konak,2026-05-03T10:10:00Z,
ALT-KGL-000741,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002773 is delayed by 24 minutes.,DLV-KGL-002773,VHL-KGL-015,Istanbul-Kadikoy,2026-05-03T10:12:00Z,
ALT-KGL-000742,DELIVERY_DELAY,LOW,UNRESOLVED,Delivery DLV-KGL-002774 is delayed by 6 minutes.,DLV-KGL-002774,VHL-KGL-002,Bursa-Nilufer,2026-05-03T10:13:00Z,
ALT-KGL-000743,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002782 is delayed by 26 minutes.,DLV-KGL-002782,VHL-KGL-005,Ankara-Cankaya,2026-05-03T10:21:00Z,
ALT-KGL-000744,DELIVERY_DELAY,LOW,UNRESOLVED,Delivery DLV-KGL-002783 is delayed by 6 minutes.,DLV-KGL-002783,VHL-KGL-013,Ankara-Cankaya,2026-05-03T10:22:00Z,
ALT-KGL-000745,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002787 is delayed by 10 minutes.,DLV-KGL-002787,VHL-KGL-019,Ankara-Cankaya,2026-05-03T10:26:00Z,
ALT-KGL-000746,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002789 is delayed by 26 minutes.,DLV-KGL-002789,VHL-KGL-015,Izmir-Konak,2026-05-03T10:28:00Z,
ALT-KGL-000747,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002790 is delayed by 17 minutes.,DLV-KGL-002790,VHL-KGL-019,Istanbul-Sisli,2026-05-03T10:29:00Z,
ALT-KGL-000748,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002791 is delayed by 27 minutes.,DLV-KGL-002791,VHL-KGL-020,Bursa-Nilufer,2026-05-03T10:30:00Z,
ALT-KGL-000749,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002793 is delayed by 11 minutes.,DLV-KGL-002793,VHL-KGL-006,Istanbul-Sisli,2026-05-03T10:32:00Z,
ALT-KGL-000750,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002801 is delayed by 16 minutes.,DLV-KGL-002801,VHL-KGL-013,Izmir-Konak,2026-05-03T10:40:00Z,
ALT-KGL-000751,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002803 is delayed by 16 minutes.,DLV-KGL-002803,VHL-KGL-008,Istanbul-Kadikoy,2026-05-03T10:42:00Z,
ALT-KGL-000752,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002806 is delayed by 14 minutes.,DLV-KGL-002806,VHL-KGL-020,Ankara-Cankaya,2026-05-03T10:45:00Z,
ALT-KGL-000753,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002808 is delayed by 10 minutes.,DLV-KGL-002808,VHL-KGL-009,Izmir-Konak,2026-05-03T10:47:00Z,
ALT-KGL-000754,DELIVERY_DELAY,LOW,UNRESOLVED,Delivery DLV-KGL-002811 is delayed by 6 minutes.,DLV-KGL-002811,VHL-KGL-016,Bursa-Nilufer,2026-05-03T10:50:00Z,
ALT-KGL-000755,DELIVERY_DELAY,LOW,UNRESOLVED,Delivery DLV-KGL-002812 is delayed by 5 minutes.,DLV-KGL-002812,VHL-KGL-015,Istanbul-Sisli,2026-05-03T10:51:00Z,
ALT-KGL-000756,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002814 is delayed by 19 minutes.,DLV-KGL-002814,VHL-KGL-011,Istanbul-Kadikoy,2026-05-03T10:53:00Z,
ALT-KGL-000757,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002815 is delayed by 17 minutes.,DLV-KGL-002815,VHL-KGL-006,Bursa-Nilufer,2026-05-03T10:54:00Z,
ALT-KGL-000758,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002818 is delayed by 17 minutes.,DLV-KGL-002818,VHL-KGL-017,Ankara-Cankaya,2026-05-03T10:57:00Z,
ALT-KGL-000759,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002819 is delayed by 29 minutes.,DLV-KGL-002819,VHL-KGL-014,Izmir-Konak,2026-05-03T10:58:00Z,
ALT-KGL-000760,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002820 is delayed by 12 minutes.,DLV-KGL-002820,VHL-KGL-012,Bursa-Nilufer,2026-05-03T10:59:00Z,
ALT-KGL-000761,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002836 is delayed by 15 minutes.,DLV-KGL-002836,VHL-KGL-013,Izmir-Konak,2026-05-03T11:15:00Z,
ALT-KGL-000762,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002840 is delayed by 14 minutes.,DLV-KGL-002840,VHL-KGL-005,Bursa-Nilufer,2026-05-03T11:19:00Z,
ALT-KGL-000763,DELIVERY_DELAY,LOW,UNRESOLVED,Delivery DLV-KGL-002841 is delayed by 7 minutes.,DLV-KGL-002841,VHL-KGL-009,Izmir-Konak,2026-05-03T11:20:00Z,
ALT-KGL-000764,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002849 is delayed by 17 minutes.,DLV-KGL-002849,VHL-KGL-001,Istanbul-Kadikoy,2026-05-03T11:28:00Z,
ALT-KGL-000765,DELIVERY_DELAY,LOW,UNRESOLVED,Delivery DLV-KGL-002852 is delayed by 6 minutes.,DLV-KGL-002852,VHL-KGL-012,Istanbul-Sisli,2026-05-03T11:31:00Z,
ALT-KGL-000766,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002861 is delayed by 23 minutes.,DLV-KGL-002861,VHL-KGL-004,Bursa-Nilufer,2026-05-03T11:40:00Z,
ALT-KGL-000767,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002862 is delayed by 27 minutes.,DLV-KGL-002862,VHL-KGL-020,Izmir-Konak,2026-05-03T11:41:00Z,
ALT-KGL-000768,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002863 is delayed by 20 minutes.,DLV-KGL-002863,VHL-KGL-016,Istanbul-Sisli,2026-05-03T11:42:00Z,
ALT-KGL-000769,DELIVERY_DELAY,LOW,UNRESOLVED,Delivery DLV-KGL-002865 is delayed by 7 minutes.,DLV-KGL-002865,VHL-KGL-010,Bursa-Nilufer,2026-05-03T11:44:00Z,
ALT-KGL-000770,DELIVERY_DELAY,LOW,UNRESOLVED,Delivery DLV-KGL-002876 is delayed by 6 minutes.,DLV-KGL-002876,VHL-KGL-012,Ankara-Cankaya,2026-05-03T11:55:00Z,
ALT-KGL-000771,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002879 is delayed by 12 minutes.,DLV-KGL-002879,VHL-KGL-011,Bursa-Nilufer,2026-05-03T11:58:00Z,
ALT-KGL-000772,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002881 is delayed by 19 minutes.,DLV-KGL-002881,VHL-KGL-014,Ankara-Cankaya,2026-05-03T12:00:00Z,
ALT-KGL-000773,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002883 is delayed by 14 minutes.,DLV-KGL-002883,VHL-KGL-004,Bursa-Nilufer,2026-05-03T12:02:00Z,
ALT-KGL-000774,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002884 is delayed by 17 minutes.,DLV-KGL-002884,VHL-KGL-018,Ankara-Cankaya,2026-05-03T12:03:00Z,
ALT-KGL-000775,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002893 is delayed by 16 minutes.,DLV-KGL-002893,VHL-KGL-005,Izmir-Konak,2026-05-03T12:12:00Z,
ALT-KGL-000776,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002895 is delayed by 12 minutes.,DLV-KGL-002895,VHL-KGL-008,Ankara-Cankaya,2026-05-03T12:14:00Z,
ALT-KGL-000777,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002900 is delayed by 12 minutes.,DLV-KGL-002900,VHL-KGL-012,Ankara-Cankaya,2026-05-03T12:19:00Z,
ALT-KGL-000778,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002902 is delayed by 20 minutes.,DLV-KGL-002902,VHL-KGL-013,Bursa-Nilufer,2026-05-03T12:21:00Z,
ALT-KGL-000779,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002907 is delayed by 23 minutes.,DLV-KGL-002907,VHL-KGL-020,Bursa-Nilufer,2026-05-03T12:26:00Z,
ALT-KGL-000780,DELIVERY_DELAY,LOW,UNRESOLVED,Delivery DLV-KGL-002910 is delayed by 6 minutes.,DLV-KGL-002910,VHL-KGL-001,Istanbul-Kadikoy,2026-05-03T12:29:00Z,
ALT-KGL-000781,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002911 is delayed by 14 minutes.,DLV-KGL-002911,VHL-KGL-005,Istanbul-Kadikoy,2026-05-03T12:30:00Z,
ALT-KGL-000782,DELIVERY_DELAY,LOW,UNRESOLVED,Delivery DLV-KGL-002914 is delayed by 7 minutes.,DLV-KGL-002914,VHL-KGL-001,Izmir-Konak,2026-05-03T12:33:00Z,
ALT-KGL-000783,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002918 is delayed by 16 minutes.,DLV-KGL-002918,VHL-KGL-003,Bursa-Nilufer,2026-05-03T12:37:00Z,
ALT-KGL-000784,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002933 is delayed by 29 minutes.,DLV-KGL-002933,VHL-KGL-014,Bursa-Nilufer,2026-05-03T12:52:00Z,
ALT-KGL-000785,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002934 is delayed by 19 minutes.,DLV-KGL-002934,VHL-KGL-013,Ankara-Cankaya,2026-05-03T12:53:00Z,
ALT-KGL-000786,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002937 is delayed by 12 minutes.,DLV-KGL-002937,VHL-KGL-016,Istanbul-Kadikoy,2026-05-03T12:56:00Z,
ALT-KGL-000787,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002938 is delayed by 14 minutes.,DLV-KGL-002938,VHL-KGL-009,Ankara-Cankaya,2026-05-03T12:57:00Z,
ALT-KGL-000788,DELIVERY_DELAY,LOW,UNRESOLVED,Delivery DLV-KGL-002940 is delayed by 7 minutes.,DLV-KGL-002940,VHL-KGL-019,Ankara-Cankaya,2026-05-03T12:59:00Z,
ALT-KGL-000789,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002941 is delayed by 20 minutes.,DLV-KGL-002941,VHL-KGL-002,Istanbul-Kadikoy,2026-05-03T13:00:00Z,
ALT-KGL-000790,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002945 is delayed by 27 minutes.,DLV-KGL-002945,VHL-KGL-004,Istanbul-Sisli,2026-05-03T13:04:00Z,
ALT-KGL-000791,DELIVERY_DELAY,LOW,UNRESOLVED,Delivery DLV-KGL-002946 is delayed by 6 minutes.,DLV-KGL-002946,VHL-KGL-017,Bursa-Nilufer,2026-05-03T13:05:00Z,
ALT-KGL-000792,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002947 is delayed by 27 minutes.,DLV-KGL-002947,VHL-KGL-016,Istanbul-Kadikoy,2026-05-03T13:06:00Z,
ALT-KGL-000793,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002948 is delayed by 11 minutes.,DLV-KGL-002948,VHL-KGL-002,Istanbul-Kadikoy,2026-05-03T13:07:00Z,
ALT-KGL-000794,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002955 is delayed by 28 minutes.,DLV-KGL-002955,VHL-KGL-008,Izmir-Konak,2026-05-03T13:14:00Z,
ALT-KGL-000795,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002957 is delayed by 27 minutes.,DLV-KGL-002957,VHL-KGL-019,Istanbul-Sisli,2026-05-03T13:16:00Z,
ALT-KGL-000796,DELIVERY_DELAY,LOW,UNRESOLVED,Delivery DLV-KGL-002959 is delayed by 7 minutes.,DLV-KGL-002959,VHL-KGL-001,Bursa-Nilufer,2026-05-03T13:18:00Z,
ALT-KGL-000797,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002960 is delayed by 23 minutes.,DLV-KGL-002960,VHL-KGL-009,Izmir-Konak,2026-05-03T13:19:00Z,
ALT-KGL-000798,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002962 is delayed by 17 minutes.,DLV-KGL-002962,VHL-KGL-020,Istanbul-Kadikoy,2026-05-03T13:21:00Z,
ALT-KGL-000799,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002965 is delayed by 27 minutes.,DLV-KGL-002965,VHL-KGL-014,Istanbul-Kadikoy,2026-05-03T13:24:00Z,
ALT-KGL-000800,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002967 is delayed by 21 minutes.,DLV-KGL-002967,VHL-KGL-014,Izmir-Konak,2026-05-03T13:26:00Z,
ALT-KGL-000801,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002969 is delayed by 19 minutes.,DLV-KGL-002969,VHL-KGL-014,Ankara-Cankaya,2026-05-03T13:28:00Z,
ALT-KGL-000802,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002984 is delayed by 10 minutes.,DLV-KGL-002984,VHL-KGL-006,Bursa-Nilufer,2026-05-03T13:43:00Z,
ALT-KGL-000803,DELIVERY_DELAY,LOW,UNRESOLVED,Delivery DLV-KGL-002985 is delayed by 8 minutes.,DLV-KGL-002985,VHL-KGL-016,Izmir-Konak,2026-05-03T13:44:00Z,
ALT-KGL-000804,DELIVERY_DELAY,MEDIUM,UNRESOLVED,Delivery DLV-KGL-002986 is delayed by 12 minutes.,DLV-KGL-002986,VHL-KGL-006,Istanbul-Kadikoy,2026-05-03T13:45:00Z,
ALT-KGL-000805,DELIVERY_DELAY,LOW,UNRESOLVED,Delivery DLV-KGL-002987 is delayed by 6 minutes.,DLV-KGL-002987,VHL-KGL-014,Ankara-Cankaya,2026-05-03T13:46:00Z,
