id,tracking_number,vehicle_id,driver_id,warehouse_id,region,status,priority,estimated_delivery_time,actual_delivery_time,delay_minutes,last_updated_at
DLV-KGL-002476,KGL-002476,VHL-KGL-006,DRV-001,WH-IST-001,Istanbul-Kadikoy,DELAYED,NORMAL,2026-05-03T05:15:00Z,2026-05-03T05:15:00Z,20,2026-05-03T05:15:00Z
DLV-KGL-002477,KGL-002477,VHL-KGL-017,DRV-002,WH-ANK-001,Ankara-Cankaya,DELIVERED,NORMAL,2026-05-03T05:16:00Z,2026-05-03T05:16:00Z,0,2026-05-03T05:16:00Z
DLV-KGL-002478,KGL-002478,VHL-KGL-001,DRV-001,WH-ANK-001,Ankara-Cankaya,DELIVERED,NORMAL,2026-05-03T05:17:00Z,2026-05-03T05:17:00Z,0,2026-05-03T05:17:00Z
DLV-KGL-002479,KGL-002479,VHL-KGL-005,DRV-005,WH-IZM-001,Izmir-Konak,DELAYED,NORMAL,2026-05-03T05:18:00Z,2026-05-03T05:18:00Z,27,2026-05-03T05:18:00Z
DLV-KGL-002480,KGL-002480,VHL-KGL-012,DRV-002,WH-IZM-001,Izmir-Konak,DELIVERED,NORMAL,2026-05-03T05:19:00Z,2026-05-03T05:19:00Z,0,2026-05-03T05:19:00Z
DLV-KGL-002481,KGL-002481,VHL-KGL-016,DRV-001,WH-ANK-001,Ankara-Cankaya,DELIVERED,NORMAL,2026-05-03T05:20:00Z,2026-05-03T05:20:00Z,0,2026-05-03T05:20:00Z
DLV-KGL-002482,KGL-002482,VHL-KGL-002,DRV-002,WH-IZM-001,Izmir-Konak,DELIVERED,NORMAL,2026-05-03T05:21:00Z,2026-05-03T05:21:00Z,0,2026-05-03T05:21:00Z
DLV-KGL-002483,KGL-002483,VHL-KGL-018,DRV-003,WH-ANK-001,Ankara-Cankaya,DELIVERED,NORMAL,2026-05-03T05:22:00Z,2026-05-03T05:22:00Z,0,2026-05-03T05:22:00Z
DLV-KGL-002484,KGL-002484,VHL-KGL-003,DRV-003,WH-BRS-001,Bursa-Nilufer,DELAYED,HIGH,2026-05-03T05:23:00Z,2026-05-03T05:23:00Z,22,2026-05-03T05:23:00Z
DLV-KGL-002485,KGL-002485,VHL-KGL-010,DRV-005,WH-BRS-001,Bursa-Nilufer,DELIVERED,NORMAL,2026-05-03T05:24:00Z,2026-05-03T05:24:00Z,0,2026-05-03T05:24:00Z
DLV-KGL-002486,KGL-002486,VHL-KGL-020,DRV-005,WH-IST-001,Istanbul-Sisli,DELIVERED,NORMAL,2026-05-03T05:25:00Z,2026-05-03T05:25:00Z,0,2026-05-03T05:25:00Z
DLV-KGL-002487,KGL-002487,VHL-KGL-005,DRV-005,WH-BRS-001,Bursa-Nilufer,DELAYED,HIGH,2026-05-03T05:26:00Z,2026-05-03T05:26:00Z,12,2026-05-03T05:26:00Z
DLV-KGL-002488,KGL-002488,VHL-KGL-002,DRV-002,WH-IZM-001,Izmir-Konak,DELIVERED,NORMAL,2026-05-03T05:27:00Z,2026-05-03T05:27:00Z,0,2026-05-03T05:27:00Z
DLV-KGL-002489,KGL-002489,VHL-KGL-011,DRV-001,WH-IST-001,Istanbul-Kadikoy,DELAYED,HIGH,2026-05-03T05:28:00Z,2026-05-03T05:28:00Z,21,2026-05-03T05:28:00Z
DLV-KGL-002490,KGL-002490,VHL-KGL-019,DRV-004,WH-IST-001,Istanbul-Sisli,DELIVERED,NORMAL,2026-05-03T05:29:00Z,2026-05-03T05:29:00Z,0,2026-05-03T05:29:00Z
DLV-KGL-002491,KGL-002491,VHL-KGL-015,DRV-005,WH-ANK-001,Ankara-Cankaya,DELIVERED,NORMAL,2026-05-03T05:30:00Z,2026-05-03T05:30:00Z,0,2026-05-03T05:30:00Z
DLV-KGL-002492,KGL-002492,VHL-KGL-008,DRV-003,WH-IST-001,Istanbul-Sisli,DELIVERED,HIGH,2026-05-03T05:31:00Z,2026-05-03T05:31:00Z,0,2026-05-03T05:31:00Z
DLV-KGL-002493,KGL-002493,VHL-KGL-012,DRV-002,WH-ANK-001,Ankara-Cankaya,DELAYED,HIGH,2026-05-03T05:32:00Z,2026-05-03T05:32:00Z,24,2026-05-03T05:32:00Z
DLV-KGL-002494,KGL-002494,VHL-KGL-009,DRV-004,WH-IST-001,Istanbul-Sisli,DELIVERED,HIGH,2026-05-03T05:33:00Z,2026-05-03T05:33:00Z,0,2026-05-03T05:33:00Z
DLV-KGL-002495,KGL-002495,VHL-KGL-002,DRV-002,WH-IST-001,Istanbul-Sisli,DELIVERED,NORMAL,2026-05-03T05:34:00Z,2026-05-03T05:34:00Z,0,2026-05-03T05:34:00Z
DLV-KGL-002496,KGL-002496,VHL-KGL-003,DRV-003,WH-IST-001,Istanbul-Kadikoy,DELIVERED,NORMAL,2026-05-03T05:35:00Z,2026-05-03T05:35:00Z,0,2026-05-03T05:35:00Z
DLV-KGL-002497,KGL-002497,VHL-KGL-008,DRV-003,WH-ANK-001,Ankara-Cankaya,DELIVERED,NORMAL,2026-05-03T05:36:00Z,2026-05-03T05:36:00Z,0,2026-05-03T05:36:00Z
DLV-KGL-002498,KGL-002498,VHL-KGL-019,DRV-004,WH-IZM-001,Izmir-Konak,DELIVERED,NORMAL,2026-05-03T05:37:00Z,2026-05-03T05:37:00Z,0,2026-05-03T05:37:00Z
DLV-KGL-002499,KGL-002499,VHL-KGL-004,DRV-004,WH-IST-001,Istanbul-Sisli,DELIVERED,NORMAL,2026-05-03T05:38:00Z,2026-05-03T05:38:00Z,0,2026-05-03T05:38:00Z
DLV-KGL-002500,KGL-002500,VHL-KGL-009,DRV-004,WH-BRS-001,Bursa-Nilufer,DELIVERED,NORMAL,2026-05-03T05:39:00Z,2026-05-03T05:39:00Z,0,2026-05-03T05:39:00Z
DLV-KGL-002501,KGL-002501,VHL-KGL-016,DRV-001,WH-IZM-001,Izmir-Konak,DELIVERED,HIGH,2026-05-03T05:40:00Z,2026-05-03T05:40:00Z,0,2026-05-03T05:40:00Z
DLV-KGL-002502,KGL-002502,VHL-KGL-006,DRV-001,WH-IST-001,Istanbul-Kadikoy,DELIVERED,NORMAL,2026-05-03T05:41:00Z,2026-05-03T05:41:00Z,0,2026-05-03T05:41:00Z
DLV-KGL-002503,KGL-002503,VHL-KGL-013,DRV-003,WH-IZM-001,Izmir-Konak,DELAYED,HIGH,2026-05-03T05:42:00Z,2026-05-03T05:42:00Z,16,2026-05-03T05:42:00Z
DLV-KGL-002504,KGL-002504,VHL-KGL-001,DRV-001,WH-BRS-001,Bursa-Nilufer,DELIVERED,LOW,2026-05-03T05:43:00Z,2026-05-03T05:43:00Z,0,2026-05-03T05:43:00Z
DLV-KGL-002505,KGL-002505,VHL-KGL-013,DRV-003,WH-BRS-001,Bursa-Nilufer,DELIVERED,NORMAL,2026-05-03T05:44:00Z,2026-05-03T05:44:00Z,0,2026-05-03T05:44:00Z
DLV-KGL-002506,KGL-002506,VHL-KGL-001,DRV-001,WH-BRS-001,Bursa-Nilufer,DELIVERED,NORMAL,2026-05-03T05:45:00Z,2026-05-03T05:45:00Z,0,2026-05-03T05:45:00Z
DLV-KGL-002507,KGL-002507,VHL-KGL-019,DRV-004,WH-IST-001,Istanbul-Sisli,DELAYED,HIGH,2026-05-03T05:46:00Z,2026-05-03T05:46:00Z,9,2026-05-03T05:46:00Z
DLV-KGL-002508,KGL-002508,VHL-KGL-005,DRV-005,WH-ANK-001,Ankara-Cankaya,DELAYED,NORMAL,2026-05-03T05:47:00Z,2026-05-03T05:47:00Z,17,2026-05-03T05:47:00Z
DLV-KGL-002509,KGL-002509,VHL-KGL-019,DRV-004,WH-IST-001,Istanbul-Sisli,DELIVERED,NORMAL,2026-05-03T05:48:00Z,2026-05-03T05:48:00Z,0,2026-05-03T05:48:00Z
DLV-KGL-002510,KGL-002510,VHL-KGL-017,DRV-002,WH-IST-001,Istanbul-Kadikoy,DELIVERED,NORMAL,2026-05-03T05:49:00Z,2026-05-03T05:49:00Z,0,2026-05-03T05:49:00Z
DLV-KGL-002511,KGL-002511,VHL-KGL-007,DRV-002,WH-IST-001,Istanbul-Kadikoy,DELIVERED,LOW,2026-05-03T05:50:00Z,2026-05-03T05:50:00Z,0,2026-05-03T05:50:00Z
DLV-KGL-002512,KGL-002512,VHL-KGL-007,DRV-002,WH-ANK-001,Ankara-Cankaya,DELIVERED,HIGH,2026-05-03T05:51:00Z,2026-05-03T05:51:00Z,0,2026-05-03T05:51:00Z
DLV-KGL-002513,KGL-002513,VHL-KGL-002,DRV-002,WH-BRS-001,Bursa-Nilufer,DELIVERED,HIGH,2026-05-03T05:52:00Z,2026-05-03T05:52:00Z,0,2026-05-03T05:52:00Z
DLV-KGL-002514,KGL-002514,VHL-KGL-019,DRV-004,WH-IZM-001,Izmir-Konak,DELAYED,HIGH,2026-05-03T05:53:00Z,2026-05-03T05:53:00Z,26,2026-05-03T05:53:00Z
DLV-KGL-002515,KGL-002515,VHL-KGL-018,DRV-003,WH-ANK-001,Ankara-Cankaya,DELIVERED,NORMAL,2026-05-03T05:54:00Z,2026-05-03T05:54:00Z,0,2026-05-03T05:54:00Z
DLV-KGL-002516,KGL-002516,VHL-KGL-009,DRV-004,WH-IST-001,Istanbul-Kadikoy,DELIVERED,NORMAL,2026-05-03T05:55:00Z,2026-05-03T05:55:00Z,0,2026-05-03T05:55:00Z
DLV-KGL-002517,KGL-002517,VHL-KGL-007,DRV-002,WH-ANK-001,Ankara-Cankaya,DELAYED,HIGH,2026-05-03T05:56:00Z,2026-05-03T05:56:00Z,12,2026-05-03T05:56:00Z
DLV-KGL-002518,KGL-002518,VHL-KGL-005,DRV-005,WH-IZM-001,Izmir-Konak,DELIVERED,NORMAL,2026-05-03T05:57:00Z,2026-05-03T05:57:00Z,0,2026-05-03T05:57:00Z
DLV-KGL-002519,KGL-002519,VHL-KGL-004,DRV-004,WH-IST-001,Istanbul-Sisli,DELIVERED,NORMAL,2026-05-03T05:58:00Z,2026-05-03T05:58:00Z,0,2026-05-03T05:58:00Z
DLV-KGL-002520,KGL-002520,VHL-KGL-004,DRV-004,WH-ANK-001,Ankara-Cankaya,DELAYED,HIGH,2026-05-03T05:59:00Z,2026-05-03T05:59:00Z,9,2026-05-03T05:59:00Z
DLV-KGL-002521,KGL-002521,VHL-KGL-015,DRV-005,WH-BRS-001,Bursa-Nilufer,DELIVERED,NORMAL,2026-05-03T06:00:00Z,2026-05-03T06:00:00Z,0,2026-05-03T06:00:00Z
DLV-KGL-002522,KGL-002522,VHL-KGL-017,DRV-002,WH-IST-001,Istanbul-Kadikoy,DELIVERED,NORMAL,2026-05-03T06:01:00Z,2026-05-03T06:01:00Z,0,2026-05-03T06:01:00Z
DLV-KGL-002523,KGL-002523,VHL-KGL-005,DRV-005,WH-BRS-001,Bursa-Nilufer,DELIVERED,HIGH,2026-05-03T06:02:00Z,2026-05-03T06:02:00Z,0,2026-05-03T06:02:00Z
DLV-KGL-002524,KGL-002524,VHL-KGL-001,DRV-001,WH-IST-001,Istanbul-Sisli,DELIVERED,NORMAL,2026-05-03T06:03:00Z,2026-05-03T06:03:00Z,0,2026-05-03T06:03:00Z
DLV-KGL-002525,KGL-002525,VHL-KGL-004,DRV-004,WH-IST-001,Istanbul-Sisli,DELIVERED,NORMAL,2026-05-03T06:04:00Z,2026-05-03T06:04:00Z,0,2026-05-03T06:04:00Z
DLV-KGL-002526,KGL-002526,VHL-KGL-013,DRV-003,WH-IZM-001,Izmir-Konak,DELIVERED,NORMAL,2026-05-03T06:05:00Z,2026-05-03T06:05:00Z,0,2026-05-03T06:05:00Z
DLV-KGL-002527,KGL-002527,VHL-KGL-013,DRV-003,WH-IZM-001,Izmir-Konak,DELIVERED,NORMAL,2026-05-03T06:06:00Z,2026-05-03T06:06:00Z,0,2026-05-03T06:06:00Z
DLV-KGL-002528,KGL-002528,VHL-KGL-007,DRV-002,WH-IST-001,Istanbul-Kadikoy,DELIVERED,NORMAL,2026-05-03T06:07:00Z,2026-05-03T06:07:00Z,0,2026-05-03T06:07:00Z
DLV-KGL-002529,KGL-002529,VHL-KGL-005,DRV-005,WH-IST-001,Istanbul-Sisli,DELIVERED,NORMAL,2026-05-03T06:08:00Z,2026-05-03T06:08:00Z,0,2026-05-03T06:08:00Z
DLV-KGL-002530,KGL-002530,VHL-KGL-014,DRV-004,WH-IST-001,Istanbul-Kadikoy,DELIVERED,NORMAL,2026-05-03T06:09:00Z,2026-05-03T06:09:00Z,0,2026-05-03T06:09:00Z
DLV-KGL-002531,KGL-002531,VHL-KGL-019,DRV-004,WH-IZM-001,Izmir-Konak,DELIVERED,HIGH,2026-05-03T06:10:00Z,2026-05-03T06:10:00Z,0,2026-05-03T06:10:00Z
DLV-KGL-002532,KGL-002532,VHL-KGL-003,DRV-003,WH-IST-001,Istanbul-Sisli,DELAYED,HIGH,2026-05-03T06:11:00Z,2026-05-03T06:11:00Z,10,2026-05-03T06:11:00Z
DLV-KGL-002533,KGL-002533,VHL-KGL-007,DRV-002,WH-ANK-001,Ankara-Cankaya,DELIVERED,NORMAL,2026-05-03T06:12:00Z,2026-05-03T06:12:00Z,0,2026-05-03T06:12:00Z
DLV-KGL-002534,KGL-002534,VHL-KGL-002,DRV-002,WH-ANK-001,Ankara-Cankaya,DELAYED,HIGH,2026-05-03T06:13:00Z,2026-05-03T06:13:00Z,13,2026-05-03T06:13:00Z
DLV-KGL-002535,KGL-002535,VHL-KGL-001,DRV-001,WH-IST-001,Istanbul-Kadikoy,DELIVERED,NORMAL,2026-05-03T06:14:00Z,2026-05-03T06:14:00Z,0,2026-05-03T06:14:00Z
DLV-KGL-002536,KGL-002536,VHL-KGL-010,DRV-005,WH-ANK-001,Ankara-Cankaya,DELIVERED,NORMAL,2026-05-03T06:15:00Z,2026-05-03T06:15:00Z,0,2026-05-03T06:15:00Z
DLV-KGL-002537,KGL-002537,VHL-KGL-001,DRV-001,WH-ANK-001,Ankara-Cankaya,DELAYED,HIGH,2026-05-03T06:16:00Z,2026-05-03T06:16:00Z,22,2026-05-03T06:16:00Z
DLV-KGL-002538,KGL-002538,VHL-KGL-006,DRV-001,WH-ANK-001,Ankara-Cankaya,DELIVERED,NORMAL,2026-05-03T06:17:00Z,2026-05-03T06:17:00Z,0,2026-05-03T06:17:00Z
DLV-KGL-002539,KGL-002539,VHL-KGL-012,DRV-002,WH-IZM-001,Izmir-Konak,DELIVERED,HIGH,2026-05-03T06:18:00Z,2026-05-03T06:18:00Z,0,2026-05-03T06:18:00Z
DLV-KGL-002540,KGL-002540,VHL-KGL-017,DRV-002,WH-IST-001,Istanbul-Kadikoy,DELAYED,HIGH,2026-05-03T06:19:00Z,2026-05-03T06:19:00Z,25,2026-05-03T06:19:00Z
DLV-KGL-002541,KGL-002541,VHL-KGL-006,DRV-001,WH-IST-001,Istanbul-Sisli,DELIVERED,NORMAL,2026-05-03T06:20:00Z,2026-05-03T06:20:00Z,0,2026-05-03T06:20:00Z
DLV-KGL-002542,KGL-002542,VHL-KGL-013,DRV-003,WH-ANK-001,Ankara-Cankaya,DELIVERED,NORMAL,2026-05-03T06:21:00Z,2026-05-03T06:21:00Z,0,2026-05-03T06:21:00Z
DLV-KGL-002543,KGL-002543,VHL-KGL-016,DRV-001,WH-IZM-001,Izmir-Konak,DELIVERED,NORMAL,2026-05-03T06:22:00Z,2026-05-03T06:22:00Z,0,2026-05-03T06:22:00Z
DLV-KGL-002544,KGL-002544,VHL-KGL-014,DRV-004,WH-BRS-001,Bursa-Nilufer,DELIVERED,NORMAL,2026-05-03T06:23:00Z,2026-05-03T06:23:00Z,0,2026-05-03T06:23:00Z
DLV-KGL-002545,KGL-002545,VHL-KGL-020,DRV-005,WH-BRS-001,Bursa-Nilufer,DELIVERED,NORMAL,2026-05-03T06:24:00Z,2026-05-03T06:24:00Z,0,2026-05-03T06:24:00Z
DLV-KGL-002546,KGL-002546,VHL-KGL-009,DRV-004,WH-BRS-001,Bursa-Nilufer,DELIVERED,NORMAL,2026-05-03T06:25:00Z,2026-05-03T06:25:00Z,0,2026-05-03T06:25:00Z
DLV-KGL-002547,KGL-002547,VHL-KGL-007,DRV-002,WH-IZM-001,Izmir-Konak,DELIVERED,HIGH,2026-05-03T06:26:00Z,2026-05-03T06:26:00Z,0,2026-05-03T06:26:00Z
DLV-KGL-002548,KGL-002548,VHL-KGL-011,DRV-001,WH-IZM-001,Izmir-Konak,DELIVERED,NORMAL,2026-05-03T06:27:00Z,2026-05-03T06:27:00Z,0,2026-05-03T06:27:00Z
DLV-KGL-002549,KGL-002549,VHL-KGL-012,DRV-002,WH-IZM-001,Izmir-Konak,DELAYED,HIGH,2026-05-03T06:28:00Z,2026-05-03T06:28:00Z,16,2026-05-03T06:28:00Z
DLV-KGL-002550,KGL-002550,VHL-KGL-009,DRV-004,WH-IST-001,Istanbul-Sisli,DELIVERED,HIGH,2026-05-03T06:29:00Z,2026-05-03T06:29:00Z,0,2026-05-03T06:29:00Z
DLV-KGL-002551,KGL-002551,VHL-KGL-007,DRV-002,WH-IST-001,Istanbul-Sisli,DELIVERED,LOW,2026-05-03T06:30:00Z,2026-05-03T06:30:00Z,0,2026-05-03T06:30:00Z
DLV-KGL-002552,KGL-002552,VHL-KGL-003,DRV-003,WH-IZM-001,Izmir-Konak,DELIVERED,NORMAL,2026-05-03T06:31:00Z,2026-05-03T06:31:00Z,0,2026-05-03T06:31:00Z
DLV-KGL-002553,KGL-002553,VHL-KGL-018,DRV-003,WH-IZM-001,Izmir-Konak,DELIVERED,NORMAL,2026-05-03T06:32:00Z,2026-05-03T06:32:00Z,0,2026-05-03T06:32:00Z
DLV-KGL-002554,KGL-002554,VHL-KGL-005,DRV-005,WH-ANK-001,Ankara-Cankaya,DELAYED,HIGH,2026-05-03T06:33:00Z,2026-05-03T06:33:00Z,28,2026-05-03T06:33:00Z
DLV-KGL-002555,KGL-002555,VHL-KGL-008,DRV-003,WH-IZM-001,Izmir-Konak,DELIVERED,NORMAL,2026-05-03T06:34:00Z,2026-05-03T06:34:00Z,0,2026-05-03T06:34:00Z
DLV-KGL-002556,KGL-002556,VHL-KGL-009,DRV-004,WH-IST-001,Istanbul-Kadikoy,DELIVERED,HIGH,2026-05-03T06:35:00Z,2026-05-03T06:35:00Z,0,2026-05-03T06:35:00Z
DLV-KGL-002557,KGL-002557,VHL-KGL-006,DRV-001,WH-BRS-001,Bursa-Nilufer,DELIVERED,NORMAL,2026-05-03T06:36:00Z,2026-05-03T06:36:00Z,0,2026-05-03T06:36:00Z
DLV-KGL-002558,KGL-002558,VHL-KGL-015,DRV-005,WH-IST-001,Istanbul-Sisli,DELIVERED,NORMAL,2026-05-03T06:37:00Z,2026-05-03T06:37:00Z,0,2026-05-03T06:37:00Z
DLV-KGL-002559,KGL-002559,VHL-KGL-017,DRV-002,WH-BRS-001,Bursa-Nilufer,DELIVERED,LOW,2026-05-03T06:38:00Z,2026-05-03T06:38:00Z,0,2026-05-03T06:38:00Z
DLV-KGL-002560,KGL-002560,VHL-KGL-017,DRV-002,WH-IZM-001,Izmir-Konak,DELIVERED,NORMAL,2026-05-03T06:39:00Z,2026-05-03T06:39:00Z,0,2026-05-03T06:39:00Z
DLV-KGL-002561,KGL-002561,VHL-KGL-005,DRV-005,WH-BRS-001,Bursa-Nilufer,DELAYED,HIGH,2026-05-03T06:40:00Z,2026-05-03T06:40:00Z,20,2026-05-03T06:40:00Z
DLV-KGL-002562,KGL-002562,VHL-KGL-012,DRV-002,WH-IST-001,Istanbul-Sisli,DELIVERED,NORMAL,2026-05-03T06:41:00Z,2026-05-03T06:41:00Z,0,2026-05-03T06:41:00Z
DLV-KGL-002563,KGL-002563,VHL-KGL-014,DRV-004,WH-IST-001,Istanbul-Sisli,DELIVERED,NORMAL,2026-05-03T06:42:00Z,2026-05-03T06:42:00Z,0,2026-05-03T06:42:00Z
DLV-KGL-002564,KGL-002564,VHL-KGL-014,DRV-004,WH-ANK-001,Ankara-Cankaya,DELIVERED,NORMAL,2026-05-03T06:43:00Z,2026-05-03T06:43:00Z,0,2026-05-03T06:43:00Z
DLV-KGL-002565,KGL-002565,VHL-KGL-013,DRV-003,WH-BRS-001,Bursa-Nilufer,DELAYED,HIGH,2026-05-03T06:44:00Z,2026-05-03T06:44:00Z,5,2026-05-03T06:44:00Z
DLV-KGL-002566,KGL-002566,VHL-KGL-011,DRV-001,WH-BRS-001,Bursa-Nilufer,DELIVERED,NORMAL,2026-05-03T06:45:00Z,2026-05-03T06:45:00Z,0,2026-05-03T06:45:00Z
DLV-KGL-002567,KGL-002567,VHL-KGL-003,DRV-003,WH-IZM-001,Izmir-Konak,DELIVERED,NORMAL,2026-05-03T06:46:00Z,2026-05-03T06:46:00Z,0,2026-05-03T06:46:00Z
DLV-KGL-002568,KGL-002568,VHL-KGL-007,DRV-002,WH-IST-001,Istanbul-Kadikoy,DELIVERED,NORMAL,2026-05-03T06:47:00Z,2026-05-03T06:47:00Z,0,2026-05-03T06:47:00Z
DLV-KGL-002569,KGL-002569,VHL-KGL-009,DRV-004,WH-IST-001,Istanbul-Kadikoy,DELIVERED,NORMAL,2026-05-03T06:48:00Z,2026-05-03T06:48:00Z,0,2026-05-03T06:48:00Z
DLV-KGL-002570,KGL-002570,VHL-KGL-014,DRV-004,WH-ANK-001,Ankara-Cankaya,DELIVERED,HIGH,2026-05-03T06:49:00Z,2026-05-03T06:49:00Z,0,2026-05-03T06:49:00Z
DLV-KGL-002571,KGL-002571,VHL-KGL-014,DRV-004,WH-IST-001,Istanbul-Sisli,DELIVERED,NORMAL,2026-05-03T06:50:00Z,2026-05-03T06:50:00Z,0,2026-05-03T06:50:00Z
DLV-KGL-002572,KGL-002572,VHL-KGL-014,DRV-004,WH-IZM-001,Izmir-Konak,DELIVERED,NORMAL,2026-05-03T06:51:00Z,2026-05-03T06:51:00Z,0,2026-05-03T06:51:00Z
DLV-KGL-002573,KGL-002573,VHL-KGL-012,DRV-002,WH-IST-001,Istanbul-Sisli,DELIVERED,NORMAL,2026-05-03T06:52:00Z,2026-05-03T06:52:00Z,0,2026-05-03T06:52:00Z
DLV-KGL-002574,KGL-002574,VHL-KGL-014,DRV-004,WH-BRS-001,Bursa-Nilufer,DELAYED,HIGH,2026-05-03T06:53:00Z,2026-05-03T06:53:00Z,14,2026-05-03T06:53:00Z
DLV-KGL-002575,KGL-002575,VHL-KGL-009,DRV-004,WH-IST-001,Istanbul-Kadikoy,DELIVERED,NORMAL,2026-05-03T06:54:00Z,2026-05-03T06:54:00Z,0,2026-05-03T06:54:00Z
DLV-KGL-002576,KGL-002576,VHL-KGL-001,DRV-001,WH-ANK-001,Ankara-Cankaya,DELAYED,HIGH,2026-05-03T06:55:00Z,2026-05-03T06:55:00Z,29,2026-05-03T06:55:00Z
DLV-KGL-002577,KGL-002577,VHL-KGL-019,DRV-004,WH-BRS-001,Bursa-Nilufer,DELAYED,HIGH,2026-05-03T06:56:00Z,2026-05-03T06:56:00Z,6,2026-05-03T06:56:00Z
DLV-KGL-002578,KGL-002578,VHL-KGL-017,DRV-002,WH-ANK-001,Ankara-Cankaya,DELIVERED,NORMAL,2026-05-03T06:57:00Z,2026-05-03T06:57:00Z,0,2026-05-03T06:57:00Z
DLV-KGL-002579,KGL-002579,VHL-KGL-009,DRV-004,WH-IST-001,Istanbul-Kadikoy,DELIVERED,NORMAL,2026-05-03T06:58:00Z,2026-05-03T06:58:00Z,0,2026-05-03T06:58:00Z
DLV-KGL-002580,KGL-002580,VHL-KGL-007,DRV-002,WH-IST-001,Istanbul-Kadikoy,DELAYED,HIGH,2026-05-03T06:59:00Z,2026-05-03T06:59:00Z,28,2026-05-03T06:59:00Z
DLV-KGL-002581,KGL-002581,VHL-KGL-013,DRV-003,WH-ANK-001,Ankara-Cankaya,DELAYED,HIGH,2026-05-03T07:00:00Z,2026-05-03T07:00:00Z,13,2026-05-03T07:00:00Z
DLV-KGL-002582,KGL-002582,VHL-KGL-014,DRV-004,WH-IST-001,Istanbul-Kadikoy,DELIVERED,NORMAL,2026-05-03T07:01:00Z,2026-05-03T07:01:00Z,0,2026-05-03T07:01:00Z
DLV-KGL-002583,KGL-002583,VHL-KGL-015,DRV-005,WH-IST-001,Istanbul-Kadikoy,DELAYED,HIGH,2026-05-03T07:02:00Z,2026-05-03T07:02:00Z,25,2026-05-03T07:02:00Z
DLV-KGL-002584,KGL-002584,VHL-KGL-006,DRV-001,WH-BRS-001,Bursa-Nilufer,DELIVERED,HIGH,2026-05-03T07:03:00Z,2026-05-03T07:03:00Z,0,2026-05-03T07:03:00Z
DLV-KGL-002585,KGL-002585,VHL-KGL-017,DRV-002,WH-ANK-001,Ankara-Cankaya,DELIVERED,NORMAL,2026-05-03T07:04:00Z,2026-05-03T07:04:00Z,0,2026-05-03T07:04:00Z
DLV-KGL-002586,KGL-002586,VHL-KGL-004,DRV-004,WH-IST-001,Istanbul-Sisli,DELIVERED,NORMAL,2026-05-03T07:05:00Z,2026-05-03T07:05:00Z,0,2026-05-03T07:05:00Z
DLV-KGL-002587,KGL-002587,VHL-KGL-009,DRV-004,WH-ANK-001,Ankara-Cankaya,DELIVERED,NORMAL,2026-05-03T07:06:00Z,2026-05-03T07:06:00Z,0,2026-05-03T07:06:00Z
DLV-KGL-002588,KGL-002588,VHL-KGL-011,DRV-001,WH-IZM-001,Izmir-Konak,DELIVERED,LOW,2026-05-03T07:07:00Z,2026-05-03T07:07:00Z,0,2026-05-03T07:07:00Z
DLV-KGL-002589,KGL-002589,VHL-KGL-001,DRV-001,WH-IZM-001,Izmir-Konak,DELIVERED,NORMAL,2026-05-03T07:08:00Z,2026-05-03T07:08:00Z,0,2026-05-03T07:08:00Z
DLV-KGL-002590,KGL-002590,VHL-KGL-003,DRV-003,WH-IST-001,Istanbul-Sisli,DELIVERED,NORMAL,2026-05-03T07:09:00Z,2026-05-03T07:09:00Z,0,2026-05-03T07:09:00Z
DLV-KGL-002591,KGL-002591,VHL-KGL-007,DRV-002,WH-IST-001,Istanbul-Kadikoy,DELIVERED,NORMAL,2026-05-03T07:10:00Z,2026-05-03T07:10:00Z,0,2026-05-03T07:10:00Z
DLV-KGL-002592,KGL-002592,VHL-KGL-009,DRV-004,WH-IST-001,Istanbul-Sisli,DELAYED,NORMAL,2026-05-03T07:11:00Z,2026-05-03T07:11:00Z,23,2026-05-03T07:11:00Z
DLV-KGL-002593,KGL-002593,VHL-KGL-017,DRV-002,WH-BRS-001,Bursa-Nilufer,DELAYED,HIGH,2026-05-03T07:12:00Z,2026-05-03T07:12:00Z,7,2026-05-03T07:12:00Z
DLV-KGL-002594,KGL-002594,VHL-KGL-008,DRV-003,WH-IST-001,Istanbul-Kadikoy,DELIVERED,NORMAL,2026-05-03T07:13:00Z,2026-05-03T07:13:00Z,0,2026-05-03T07:13:00Z
DLV-KGL-002595,KGL-002595,VHL-KGL-012,DRV-002,WH-IST-001,Istanbul-Sisli,DELIVERED,NORMAL,2026-05-03T07:14:00Z,2026-05-03T07:14:00Z,0,2026-05-03T07:14:00Z
DLV-KGL-002596,KGL-002596,VHL-KGL-016,DRV-001,WH-IZM-001,Izmir-Konak,DELIVERED,NORMAL,2026-05-03T07:15:00Z,2026-05-03T07:15:00Z,0,2026-05-03T07:15:00Z
DLV-KGL-002597,KGL-002597,VHL-KGL-012,DRV-002,WH-IST-001,Istanbul-Kadikoy,DELIVERED,NORMAL,2026-05-03T07:16:00Z,2026-05-03T07:16:00Z,0,2026-05-03T07:16:00Z
DLV-KGL-002598,KGL-002598,VHL-KGL-002,DRV-002,WH-ANK-001,Ankara-Cankaya,DELIVERED,NORMAL,2026-05-03T07:17:00Z,2026-05-03T07:17:00Z,0,2026-05-03T07:17:00Z
